ID,Label
10001,0.40315609608721487
10002,0.3252786689597657
10003,0.42740772887801115
10004,0.6044429353534615
10005,0.3422170975387994
10006,0.31280406179758025
10007,0.11982169484432958
10008,0.45411822180858935
10009,0.5125740580257733
10010,0.6018177975862442
10011,0.7548421537447272
10012,0.36137506587516843
10013,0.12775645994934978
10014,0.35690660482583275
10015,0.5442334658936628
10016,0.673611501485503
10017,0.2458223526698471
10018,0.207192114963092
10019,0.40541106112124
10020,0.8193488012469041
10021,0.6277685678648546
10022,0.3228964664782049
10023,0.4469545822311289
10024,0.49536242421402465
10025,0.2261966491203943
10026,0.41236905219306835
10027,0.6218032072568981
10028,0.40224214696378535
10029,0.4242049909390455
10030,0.45448289023276106
10031,0.5110266484134763
10032,0.42272443757333655
10033,0.5547327511524508
10034,0.34253892344464126
10035,0.1462910488639221
10036,0.5336746768712214
10037,0.6538268638474335
10038,0.40843380457658923
10039,0.8048894035241517
10040,0.30993876456389496
10041,0.50265065222675
10042,0.5120900814672424
10043,0.4115952852364917
10044,0.6238880110461386
10045,0.6009597299253439
10046,0.49618455178902554
10047,0.6564939643914017
10048,0.22745999476065124
10049,0.6879030062752256
10050,0.5957308788047827
10051,0.8918619972016747
10052,0.5137745468369611
10053,0.19303646762057045
10054,0.34892828569661044
10055,0.39967777385320186
10056,0.49564903326438386
10057,0.4825392206933028
10058,0.37698440064064354
10059,0.4294284758586738
10060,0.49861905720720245
10061,0.5030917324056359
10062,0.2697107958933675
10063,0.12060825359263683
10064,0.5139699124514104
10065,0.40116620851207924
10066,0.5338636488690339
10067,0.4056220551437109
10068,0.5205852785327357
10069,0.4375403863438712
10070,0.5849407170053601
10071,0.7233270507237969
10072,0.5576224920220819
10073,0.6153851055964455
10074,0.5852799138797472
10075,0.46640648470762985
10076,0.7351921384296142
10077,0.1330374371641935
10078,0.3564006389480204
10079,0.5842646252503124
10080,0.5833161953060575
10081,0.5471533195651977
10082,0.42589813487232203
10083,0.5276665060966242
10084,0.36475835195658607
10085,0.7317144347397874
10086,0.5052149057339923
10087,0.3670467018211953
10088,0.42178686234315826
10089,0.6064795816090232
10090,0.30432964900338316
10091,0.2891095977746533
10092,0.4473398878600507
10093,0.40029628369319276
10094,0.36695349497259305
10095,0.6171371475239342
10096,0.38261209956594594
10097,0.5024071636761739
10098,0.4628719874867244
10099,0.3458614693345596
10100,0.40483086056469736
10101,0.5057812156652821
10102,0.5504403909564013
10103,0.7108219100732875
10104,0.47048086931671723
10105,0.16267018838915606
